TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-21197-2026","2026-07-09 08:37:13","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1370000","70.89","70.89","1 B/R","P-056","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","",""
"11-21198-2026","2026-07-09 08:32:19","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1020000","86.25","86.25","2 B/R","P-310","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"11-21199-2026","2026-07-09 08:29:50","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2500000","140.42","140.42","2 B/R","B-288","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"11-21200-2026","2026-07-09 13:50:22","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","470000","67","67","1 B/R","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-21201-2026","2026-07-09 11:22:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","495000","33.03","33.03","Studio","B2-205","Dubai Internet City","","Motor City","0","0","","Azizi Mirage 1"
"11-21202-2026","2026-07-09 13:38:08","Sales","Sale","Ready","Non Free Hold","Residential","Al Nahda First","Land","","32500000","2702.62","2702.62","","","","","","0","0","",""
"11-21203-2026","2026-07-09 09:44:26","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","660000","33.12","33.12","Studio","B2-108","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 3"
"11-21204-2026","2026-07-09 09:07:07","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2100000","95.23","95.23","1 B/R","B2-270","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-21205-2026","2026-07-09 13:27:41","Sales","Sale","Ready","Non Free Hold","Residential","Al Nahda First","Land","","32500000","2702.62","2702.62","","","","","","0","0","",""
"11-21206-2026","2026-07-09 09:19:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1450000","90.91","90.91","1 B/R","DMCC-1063","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"11-21207-2026","2026-07-09 13:43:35","Sales","Sale","Ready","Non Free Hold","Residential","Al Nahda First","Land","","32500000","2702.64","2702.64","","","","","","0","0","",""
"11-21208-2026","2026-07-13 08:51:01","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Building","Villa","8885000","924.8","924.8","4 B/R","","Dubai Internet City","Mall of the Emirates","Motor City","0","0","",""
"11-21209-2026","2026-07-09 09:31:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1850000","91.32","91.32","1 B/R","8.5678002440874763E-3","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","MARINA QUAYS"
"11-21210-2026","2026-07-09 13:47:59","Sales","Sale","Ready","Non Free Hold","Residential","Al Nahda First","Land","","32500000","2702.66","2702.66","","","","","","0","0","",""
"11-21211-2026","2026-07-09 11:19:25","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1600000","124.94","124.94","2 B/R","G-18","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Welcome Residency"
"11-21212-2026","2026-07-09 09:28:27","Sales","Sale","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1240000","87.03","87.03","2 B/R","B-322","","","Dubai Cycling Course","0","0","","TOWN SQUARE JENNA AND WARDA"
"11-21213-2026","2026-07-09 09:59:13","Sales","Sale","Ready","Free Hold","Residential","LIVING LEGENDS","Land","Residential","4400000","527.89","527.89","","","","","Global Village","0","0","","LIVING LEGENDS PHASE 3"
"11-21214-2026","2026-07-09 09:35:01","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","7900000","577.14","577.14","","","","","","0","0","","Tilal AL Furjan- Phase One"
"11-21215-2026","2026-07-09 10:42:03","Sales","Sale","Ready","Free Hold","Residential","JABEL ALI HILLS","Land","","2750000","915.01","915.01","","","","","Dubai Parks and Resorts","0","0","",""
"11-21216-2026","2026-07-09 09:32:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","490000","44.99","44.99","Studio","G-48","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","GLITZ RESIDENCE 1"
"11-21217-2026","2026-07-09 09:53:58","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","436455","45.47","45.47","Studio","P2-30","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ELITE 8 SPORTS RESIDENCE"
"11-21218-2026","2026-07-09 09:51:23","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","470000","34.07","34.07","Studio","G-372","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","TORINO BY ORO24"
"11-21219-2026","2026-07-09 09:41:40","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","14000000","279.86","279.86","4 B/R","B2-58,B2-59","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","Opera Grand"
"11-21220-2026","2026-07-09 11:11:55","Sales","Sale","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2775000","145.5","145.5","","","","","","0","0","","DAMAC LAGOONS - PORTOFINO"
"11-21221-2026","2026-07-09 10:05:34","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1595000","237.52","237.52","","","","","","0","0","","DAMAC HILLS (2) - BASSWOOD "
"11-21222-2026","2026-07-09 09:59:55","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1185000","39.27","39.27","Studio","B-92","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-21223-2026","2026-07-09 09:57:24","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Building","Villa","2900000","135.14","135.14","4 B/R","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","SEASONS COMMUNITY- AUTUMN"
"11-21224-2026","2026-07-09 10:46:28","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1500000","111.43","111.43","Office","B1-51","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","BUSINESS AVENUE BB2"
"11-21225-2026","2026-07-09 10:16:05","Sales","Sale","Ready","Free Hold","Residential","TILAL AL GHAF","Building","Villa","4200000","201.93","201.93","4 B/R","","","","","0","0","","Elan"
"11-21226-2026","2026-07-09 10:12:35","Sales","Sale","Ready","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2565000","99.11","99.11","2 B/R","P1-018","","","","0","0","","Hills Park"
"11-21227-2026","2026-07-09 14:23:34","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","2390000","175.09","175.09","2 B/R","4102","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","HAMENI"
"11-21228-2026","2026-07-09 10:22:01","Sales","Sale","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1600000","65.6","65.6","1 B/R","B-26","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf Grand"
"11-21229-2026","2026-07-09 10:05:28","Sales","Sale","Ready","Free Hold","Residential","LIWAN","Unit","Flat","595000","75.33","75.33","1 B/R","G-03","","","IMG World Adventures","0","0","","QPOINT LIWAN-PLOT R020"
"11-21230-2026","2026-07-09 10:15:07","Sales","Sale","Ready","Free Hold","Residential","Madinat Hind 4","Unit","Flat","510000","39.48","39.48","1 B/R","G-84","","","","0","0","","DAMAC HILLS (2) - NAVITAS (A & B) "
"11-21231-2026","2026-07-09 10:14:40","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1675000","63.57","63.57","1 B/R","B2-195","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Two"
"11-21232-2026","2026-07-09 12:03:07","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","1451121.21","117.06","117.06","Office","B3-122","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","BUSINESS AVENUE BB2"
"11-21233-2026","2026-07-09 10:47:02","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6900000","169.18","169.18","3 B/R","BPB1-017, BPB1-018","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Boulevard Point"
"11-21234-2026","2026-07-09 10:28:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI HEALTHCARE CITY - PHASE 2","Unit","Flat","1450000","63.88","63.88","1 B/R","P1-171","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","0","0","","Farhad Azizi Residence"
"11-21235-2026","2026-07-09 10:32:22","Sales","Sale","Ready","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","570000","38.73","38.73","Studio","B3-047","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","","BELLA ROSE"
"11-21236-2026","2026-07-09 11:24:18","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES I","Building","Villa","7775000","510.48","510.48","3 B/R","","","","Motor City","0","0","",""
"11-21237-2026","2026-07-09 10:53:02","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","2140000","119.05","119.05","2 B/R","223.","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-21238-2026","2026-07-09 11:01:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1304288","82.38","82.38","1 B/R","P2-82","Marina Towers","Marina Mall","Burj Al Arab","0","0","","TORCH TOWER"
"11-21239-2026","2026-07-09 11:30:10","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Building","Villa","3050000","190.82","190.82","3 B/R","","","","","0","0","","REEM TOWNHOUSES"
"11-21240-2026","2026-07-09 10:42:19","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","780000","49.27","49.27","Studio","DMCC-3242","Damac Properties","Marina Mall","Burj Al Arab","0","0","","SABA TOWER 2"
"11-21241-2026","2026-07-09 10:48:59","Sales","Sale","Ready","Free Hold","Residential","MBR DISTRICT 1","Unit","Flat","1825000","95.56","95.56","1 B/R","G-0021","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 15"
"11-21242-2026","2026-07-09 11:19:12","Sales","Sale","Ready","Free Hold","Residential","MUDON","Land","Residential","3675000","278.64","278.64","","","","","Dubai Cycling Course","0","0","","ARABELLA 2 - TOWNHOUSES AT MUDON"
"11-21243-2026","2026-07-09 10:53:19","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","800000","91","91","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-21244-2026","2026-07-09 11:00:02","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2950000","100.86","100.86","2 B/R","L01-045","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEK EDGE"
"11-21245-2026","2026-07-09 10:52:02","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1300000","110.75","110.75","2 B/R","G-16","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","MIRACLZ TOWER"
"11-21246-2026","2026-07-09 10:49:37","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","770000","98.23","98.23","2 B/R","B1-140","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","KNIGHT BRIDGE COURT & KENSNGTON MANOR"
"11-21247-2026","2026-07-09 11:13:09","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","550000","36.39","36.39","Studio","G-41  1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","AMAL TOWER"
"11-21248-2026","2026-07-09 11:09:20","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","920000","117.22","117.22","2 B/R","P2 E 108","","","IMG World Adventures","0","0","","SKY COURTS"
"11-21249-2026","2026-07-09 13:19:52","Sales","Sale","Ready","Free Hold","Residential","ARABIAN RANCHES II","Land","Residential","6200000","405","405","","","","","Motor City","0","0","","Arabian Ranches - Lila Community"
"11-21251-2026","2026-07-09 11:25:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","720000","68.64","68.64","1 B/R","B-87","Dubai Internet City","","Motor City","0","0","","GLITZ RESIDENCE 3"
"11-21252-2026","2026-07-09 11:21:38","Sales","Sale","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","3000000","186.08","186.08","2 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 12"
"11-21253-2026","2026-07-09 11:53:03","Sales","Sale","Ready","Non Free Hold","Residential","Al Barshaa South First","Land","Government Housing","5100000","927.8","927.8","","","","","","0","0","",""
"11-21254-2026","2026-07-09 13:32:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Hotel Apartment","3200000","132.79","132.79","3 B/R","B1-T1-318, B1-T1-319","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","ADDRESS HARBOUR POINT"
"11-21255-2026","2026-07-09 11:49:11","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","770000","77.24","77.24","2 B/R","G-84","","","Expo 2020 Site","0","0","",""
"11-21256-2026","2026-07-10 11:23:03","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","482989","37.65","37.65","Studio","B-04","","","Expo 2020 Site","0","0","",""
"11-21257-2026","2026-07-09 12:04:06","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1020000","79.57","79.57","1 B/R","P2-09","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Hadley Heights"
"11-21258-2026","2026-07-09 11:25:58","Sales","Sale","Ready","Free Hold","Residential","MIRA","Building","Villa","4350000","353.37","353.37","4 B/R","","","","Dubai Cycling Course","0","0","","REEM-MIRA COMMUNITY PH 4"
"11-21259-2026","2026-07-09 16:53:55","Sales","Sale","Ready","Free Hold","Residential","DUBAI WATER CANAL","Unit","Flat","3500000","125.52","125.52","2 B/R","B1-127","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","Canal Front Residences-CF3&CF4"
"11-21260-2026","2026-07-09 11:15:43","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","610000","40.25","40.25","Studio","P4-62","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Binghatti Apex"
"11-21261-2026","2026-07-09 11:37:18","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","980000","66.03","66.03","1 B/R","P2-55","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Onyx"
"11-21262-2026","2026-07-09 12:05:02","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","525000","36.29","36.29","Studio","P2-16","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Star Hotel Apartments"
"11-21263-2026","2026-07-10 12:35:32","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Land","Residential","3950000","240","240","","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","",""
"11-21264-2026","2026-07-10 08:21:21","Sales","Sale","Ready","Free Hold","Commercial","DUBAI LAND RESIDENCE COMPLEX","Land","Commercial","51201251.75","3843.86","3843.86","","","","","IMG World Adventures","0","0","",""
"11-21265-2026","2026-07-09 11:54:46","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Land","Unit","17500000","2500.13","2500.13","","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-21266-2026","2026-07-09 11:49:29","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","890000","102.51","102.51","2 B/R","B-183","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","CENTRIUM TOWER"
"11-21267-2026","2026-07-10 10:45:08","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","4000000","110.6","110.6","2 B/R","B5-5106","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","THE ADDRESS DUBAI OPERA"
"11-21268-2026","2026-07-09 12:51:51","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","455302","42.18","42.18","Studio","B1-73","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","GIOVANNI BOUTIQUE"
"11-21269-2026","2026-07-09 11:51:06","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","11157000","185.19","185.19","3 B/R","B3-408, B3-409","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS II"
"11-21270-2026","2026-07-09 11:55:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3750000","158.9","158.9","3 B/R","B2-296,B2-297","","","","0","0","","HARBOUR VIEWS"
"11-21271-2026","2026-07-09 12:57:34","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1077293","128.02","128.02","2 B/R","112 B","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","DIAMOND VIEWS 1"
"11-21272-2026","2026-07-10 14:33:34","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","440000","45.21","45.21","Studio","B1-32","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-21273-2026","2026-07-09 11:54:08","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2000000","81.29","81.29","1 B/R","B3-151","Marina Towers","Marina Mall","Burj Al Arab","0","0","","CAYAN TOWER"
"11-21274-2026","2026-07-09 11:58:30","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","1100000","126.56","126.56","2 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-21275-2026","2026-07-09 12:00:10","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","2250000","75.22","75.22","1 B/R","C-113","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","LA RIVE"
"11-21276-2026","2026-07-09 12:14:20","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","3325000","204.85","204.85","3 B/R","JB-99 & JB-100","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
